Domain,Area,Element,Item,Year,Unit,Value,Flag Description
Livestock Primary,China,Production,"Meat, sheep",1962,10000 tonnes,5.5,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1963,10000 tonnes,6.5,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1964,10000 tonnes,7.5,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1965,10000 tonnes,8.5,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1966,10000 tonnes,10.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1967,10000 tonnes,10.5,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1968,10000 tonnes,11.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1969,10000 tonnes,11.2,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1970,10000 tonnes,11.5009,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1971,10000 tonnes,12.5134,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1972,10000 tonnes,13.5,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1973,10000 tonnes,14.5,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1974,10000 tonnes,15.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1975,10000 tonnes,15.9,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1976,10000 tonnes,15.5,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1977,10000 tonnes,16.5,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1978,10000 tonnes,17.5,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1979,10000 tonnes,20.6,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1980,10000 tonnes,25.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1981,10000 tonnes,25.5,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1982,10000 tonnes,27.5,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1983,10000 tonnes,28.7,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1984,10000 tonnes,30.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1985,10000 tonnes,30.0014,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1986,10000 tonnes,32.2069,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1987,10000 tonnes,35.0068,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1988,10000 tonnes,41.201,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1989,10000 tonnes,49.0022,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1990,10000 tonnes,54.8005,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1991,10000 tonnes,61.4022,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1992,10000 tonnes,65.0007,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1993,10000 tonnes,71.4,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1994,10000 tonnes,78.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1995,10000 tonnes,90.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1996,10000 tonnes,100.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1997,10000 tonnes,119.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1998,10000 tonnes,123.9,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",1999,10000 tonnes,133.5,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",2000,10000 tonnes,147.8,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",2001,10000 tonnes,152.3,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",2002,10000 tonnes,167.5,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",2003,10000 tonnes,173.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",2004,10000 tonnes,176.4,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",2005,10000 tonnes,180.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",2006,10000 tonnes,193.8,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",2007,10000 tonnes,207.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",2008,10000 tonnes,197.8,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",2009,10000 tonnes,204.4,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",2010,10000 tonnes,207.0,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",2011,10000 tonnes,204.4,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",2012,10000 tonnes,204.5,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",2013,10000 tonnes,208.14,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",2014,10000 tonnes,218.4,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",2015,10000 tonnes,224.82,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",2016,10000 tonnes,234.27,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Meat, sheep",2017,10000 tonnes,238.42,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1961,10000 tonnes,61.2001,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1962,10000 tonnes,63.0595,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1963,10000 tonnes,64.7896,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1964,10000 tonnes,65.6889,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1965,10000 tonnes,66.4898,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1966,10000 tonnes,65.0095,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1967,10000 tonnes,63.0129,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1968,10000 tonnes,60.148,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1969,10000 tonnes,62.1481,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1970,10000 tonnes,66.2853,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1971,10000 tonnes,70.4603,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1972,10000 tonnes,75.4633,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1973,10000 tonnes,81.344,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1974,10000 tonnes,84.7095,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1975,10000 tonnes,89.0838,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1976,10000 tonnes,91.9893,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1977,10000 tonnes,95.0245,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1978,10000 tonnes,114.8602,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1979,10000 tonnes,90.3228,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1980,10000 tonnes,119.302,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1981,10000 tonnes,134.5624,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1982,10000 tonnes,167.8969,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1983,10000 tonnes,190.7232,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1984,10000 tonnes,225.6609,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1985,10000 tonnes,258.9879,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1986,10000 tonnes,301.1123,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1987,10000 tonnes,344.759,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1988,10000 tonnes,383.5424,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1989,10000 tonnes,399.7268,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1990,10000 tonnes,436.2638,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1991,10000 tonnes,487.4306,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1992,10000 tonnes,527.8252,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1993,10000 tonnes,526.4996,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1994,10000 tonnes,557.7944,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1995,10000 tonnes,608.2213,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1996,10000 tonnes,661.0366,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1997,10000 tonnes,634.1684,"Aggregate, may include official, semi-official, estimated or calculated data"
Livestock Primary,China,Production,"Milk, whole fresh cow",1998,10000 tonnes,695.9614,"Aggregate, may include official, semi-official, estimated or calculated data"
