Domain,Country,Element,Item,Year,Unit,Value,Flag Description
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1978,g/capita/day,0.43,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1979,g/capita/day,0.38,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1980,g/capita/day,0.36,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1981,g/capita/day,0.31,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1982,g/capita/day,0.36,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1983,g/capita/day,0.34,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1984,g/capita/day,0.35,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1985,g/capita/day,0.36,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1986,g/capita/day,0.41,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1987,g/capita/day,0.44,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1988,g/capita/day,0.51,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1989,g/capita/day,0.59,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1990,g/capita/day,0.58,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1991,g/capita/day,0.57,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1992,g/capita/day,0.57,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1993,g/capita/day,0.58,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1994,g/capita/day,0.62,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1995,g/capita/day,0.67,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1996,g/capita/day,0.83,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1997,g/capita/day,0.74,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1998,g/capita/day,0.72,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",1999,g/capita/day,0.65,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",2000,g/capita/day,0.57,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",2001,g/capita/day,0.38,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",2002,g/capita/day,0.39,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",2003,g/capita/day,0.21,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",2004,g/capita/day,0.23,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",2005,g/capita/day,0.21,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",2006,g/capita/day,0.14,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",2007,g/capita/day,0.14,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",2008,g/capita/day,0.2,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",2009,g/capita/day,0.38,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",2010,g/capita/day,0.41,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",2011,g/capita/day,0.43,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",2012,g/capita/day,0.45,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Protein supply quantity (g/capita/day),"Marine Fish, Other",2013,g/capita/day,0.45,Calculated data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1961,10000 tonnes,6.9448,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1962,10000 tonnes,7.3804,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1963,10000 tonnes,7.7663,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1964,10000 tonnes,8.7367,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1965,10000 tonnes,9.4654,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1966,10000 tonnes,9.8604,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1967,10000 tonnes,10.7288,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1968,10000 tonnes,10.5758,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1969,10000 tonnes,11.0919,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1970,10000 tonnes,11.5189,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1971,10000 tonnes,12.002,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1972,10000 tonnes,12.4546,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1973,10000 tonnes,11.854,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1974,10000 tonnes,12.6434,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1975,10000 tonnes,12.5661,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1976,10000 tonnes,13.6434,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1977,10000 tonnes,14.1886,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1978,10000 tonnes,13.99235,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1979,10000 tonnes,12.7036,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1980,10000 tonnes,14.343,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1981,10000 tonnes,14.9643,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1982,10000 tonnes,16.13195,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1983,10000 tonnes,18.17545,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1984,10000 tonnes,19.4009,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1985,10000 tonnes,21.4984,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1986,10000 tonnes,24.970064,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1987,10000 tonnes,28.777146999999996,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1988,10000 tonnes,30.621071999999998,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1989,10000 tonnes,28.873158,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1990,10000 tonnes,25.098867000000002,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1991,10000 tonnes,27.447275,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1992,10000 tonnes,50.237989,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1993,10000 tonnes,50.736529,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1994,10000 tonnes,59.980349,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1995,10000 tonnes,77.73916899999999,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1996,10000 tonnes,79.12005400000001,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1997,10000 tonnes,72.20561500000001,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1998,10000 tonnes,77.599276,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",1999,10000 tonnes,78.422025,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",2000,10000 tonnes,78.388194,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",2001,10000 tonnes,91.41062600000001,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",2002,10000 tonnes,105.51378799999999,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",2003,10000 tonnes,111.79773,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",2004,10000 tonnes,120.61958100000001,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",2005,10000 tonnes,127.694348,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",2006,10000 tonnes,135.780975,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",2007,10000 tonnes,142.783623,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",2008,10000 tonnes,141.984097,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",2009,10000 tonnes,149.643825,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",2010,10000 tonnes,157.286623,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",2011,10000 tonnes,163.751544,Standardized data
Food Supply - Livestock and Fish Primary Equivalent,"China, mainland",Food supply quantity (tonnes),"Meat, Other",2012,10000 tonnes,163.665027,Standardized data
